package,latest_version,keywords,publish_time,description,creation_date,number_of_versions,download_count
@ant-design/create-react-context,0.2.6,"['react', 'context', 'contextTypes', 'polyfill', 'ponyfill']",1656550252,A fork of create-react-context in MIT license,2019-04-16T04:04:42.922Z,3,3616033
adaptivecards,1.3.1,"['adaptivecards', 'adaptive', 'cards', 'microsoft', 'bot']",1727072038,Adaptive Cards Javascript library for HTML Clients,2017-09-28T23:22:39.629Z,64,7110210
@huggingface/transformers,3.0.2,"['transformers', 'transformers.js', 'huggingface', 'hugging face', 'machine learning', 'deep learning', 'artificial intelligence', 'AI', 'ML']",1730678441,"State-of-the-art Machine Learning for the web. Run 🤗 Transformers directly in your browser, with no need for a server!",2024-08-08T16:16:42.426Z,26,69192
geojson-dissolve,3.1.0,"['geojson', 'dissolve', 'merge', 'linestring', 'lines', 'polygon', 'multilinestring', 'multipolygon']",1491941522,Dissolve contiguous GeoJSON LineStrings and Polygons into single units.,2017-01-31T01:32:36.361Z,4,163437
arrayify-compact,0.2.0,"['array', 'arrayify', 'boolean', 'compact', 'falsey', 'flat', 'flatten', 'flattened', 'to-array', 'toArray', 'values']",1434743360,"Casts the given value to a flatten array, and removes falsey items (similar to lodash compact).",2014-07-07T00:39:52.885Z,3,1977473
@zag-js/slider,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'slider', 'range-slider']",1731226541,Core logic for the slider widget implemented as a state machine,2022-04-06T14:49:03.499Z,1030,3170247
@open-wc/building-utils,3.0.1,"['building', 'utils']",1688258743,Utils for @open-wc packages that do build stuff,2019-05-07T17:14:22.845Z,65,708025
sqlite-level,1.2.0,"['level', 'leveldb', 'leveldown', 'levelup', 'memory', 'sqlite']",1726693200,sqlite backed abstract-level database for Node.js,2023-06-05T18:31:04.373Z,17,453815
load-pkg,4.0.0,"['config', 'dir', 'directory', 'file', 'find', 'find-up', 'findup', 'findup-sync', 'folder', 'json', 'load', 'look', 'look-up', 'match', 'package', 'package-json', 'parent', 'parents', 'parse', 'path', 'pkg', 'read', 'resolve', 'search', 'up', 'walk', 'walking']",1530051183,"Loads package.json, by finding the first directory with a package.json, recursing up, starting with the given directory.",2014-05-02T23:11:52.269Z,14,2562156
@types/react-text-mask,5.4.14,[],1699340234,TypeScript definitions for react-text-mask,2018-02-26T22:52:37.724Z,17,8904582
@umijs/bundler-mako,0.9.6,[],1731521357,,2024-05-06T08:17:22.062Z,71,477344
bulk-replace,0.0.1,[],1377716306,Bulk replace items in a string from an object.,2013-08-29T02:58:25.336Z,1,1641943
d3-regression,1.3.10,"['d3', 'd3-module', 'statistics', 'regressions']",1642773203,Calculate statistical regressions for two-dimensional data,2019-03-24T03:16:18.100Z,37,4426002
v-lazy-show,0.2.4,[],1698907227,Compile-time directive to lazy initialize v-show for Vue,2023-03-30T16:48:39.661Z,7,1983256
babel-plugin-dva-hmr,0.4.2,"['dva', 'babel', 'babel-plugin', 'hmr']",1558455763,Hmr plugin for dva.,2016-08-06T03:50:17.055Z,9,443321
@zag-js/carousel,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'carousel']",1731226527,Core logic for the carousel widget implemented as a state machine,2023-02-21T11:32:57.799Z,714,3026983
get-package-name,2.2.0,[],1632788400,Get the name of a dependency from a module file path.,2019-05-21T08:22:02.557Z,5,3577766
slate-dom,0.111.0,"['canvas', 'contenteditable', 'docs', 'document', 'edit', 'editor', 'editable', 'html', 'immutable', 'markdown', 'medium', 'paper', 'react', 'rich', 'richtext', 'richtext', 'slate', 'text', 'wysiwyg', 'wysiwym']",1730454450,Tools for building completely customizable richtext editors with React.,2024-11-01T17:47:30.238Z,3,88120
@zag-js/popover,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'popover']",1731226536,Core logic for the popover widget implemented as a state machine,2022-04-06T14:49:03.496Z,1031,3118879
@remix-run/web-stream,1.1.0,"['web-stream', 'whatwg-stream', 'stream', 'typescript']",1694593587,Web API compatible streams for node/web,2022-04-28T22:13:07.364Z,5,21562954
@nexes/nql-lang,0.1.0,[],1646048922,tbc,2018-06-21T14:17:22.892Z,3,27729
@types/ember__debug,4.0.8,[],1705397993,TypeScript definitions for @ember/debug,2018-09-14T16:17:23.684Z,30,3299426
@nextui-org/use-update-effect,2.0.6,['use-update-effect'],1721373965,React effect hook that invokes only on update,2023-06-20T19:46:19.070Z,87,4770887
fetch-to-curl,0.6.0,"['curl', 'fetch', 'http', 'request-http', 'debug', 'react-native']",1671158485,Convert fetch HTTP request to curl,2019-02-12T15:10:54.174Z,10,1129535
@netlify/local-functions-proxy-linux-x64,1.1.1,[],1628744431,The Linux 64-bit binary for the Netlify Functions local proxy server,2021-07-10T09:23:16.572Z,4,6313202
@tailwindcss/oxide-darwin-arm64,0.0.0-insiders.8fb9ae8f,[],1669626953,This is the **aarch64-apple-darwin** binary for `@tailwindcss/oxide`,2022-11-28T17:15:52.981Z,469,72360
silver-fleece,1.2.1,[],1729213312,Parse and manipulate JSON strings,2023-05-12T10:43:28.730Z,3,2201588
twoslash,0.2.12,[],1727476393,Markup for generating rich type information in your documentations ahead of time,2024-01-12T17:36:53.616Z,24,936236
@datocms/cda-client,0.2.2,"['datocms', 'client']",1721971306,JS client for DatoCMS GraphQL Content Delivery API based on the browser Fetch API,2024-07-25T08:32:49.482Z,10,15445
microargs,1.1.2,"['argv', 'getopt', 'parser', 'minimist']",1547342041,CLI arguments micro parser,2017-10-21T12:15:25.262Z,5,628350
@nextui-org/use-measure,2.0.2,['use-measure'],1721373960,Hook that measure and track a element dimensions,2024-04-16T12:51:12.962Z,9,3032580
es-dev-server,2.1.0,"['server', 'http-server', 'polyfill']",1610977014,Development server for modern web apps,2019-07-02T16:03:25.743Z,161,312708
@netlify/opentelemetry-utils,1.2.1,[],1715670018,Opentelemetry utility methods,2023-12-06T19:44:36.089Z,7,2998041
lookup-path,0.3.1,"['absolute', 'current', 'cwd', 'directory', 'file', 'filepath', 'find', 'join', 'lookup', 'path', 'relative', 'resolve', 'working']",1454848073,Attempt to resolve the absolute filepath to a file and verify that it exists.,2014-07-19T17:29:52.240Z,5,327000
@tailwindcss/oxide-linux-arm64-musl,0.0.0-insiders.8fb9ae8f,[],1669626963,This is the **aarch64-unknown-linux-musl** binary for `@tailwindcss/oxide`,2022-11-28T17:16:03.412Z,464,56138
@gitmoji/parser-opts,1.4.0,[],1676100151,gitmoji styles commit parser options,2021-01-18T07:38:36.469Z,15,1383912
@tsparticles/shape-star,3.5.0,"['front-end', 'frontend', 'tsparticles', 'particles', 'particle', 'canvas', 'jsparticles', 'xparticles', 'particles-js', 'particles.js', 'particles-ts', 'particles.ts', 'typescript', 'javascript', 'animation', 'web', 'html5', 'web-design', 'webdesign', 'css', 'html', 'css3', 'animated', 'background', 'tsparticles-shape']",1719790139,tsParticles star shape,2023-01-20T18:31:26.217Z,21,1281502
@pandacss/generator,0.48.0,[],1731522480,The css generator for css panda,2023-02-06T07:49:07.257Z,965,2850416
@netlify/framework-info,9.8.13,"['dependency-management', 'continuous-integration', 'deployment', 'es6', 'framework', 'gulp', 'javascript', 'html', 'library', 'markdown', 'nodejs', 'npmjs', 'package-manager', 'webapp', 'jamstack', 'static-site-generator', 'static-site', 'gatsby', 'hugo', 'netlify']",1716786770,Framework detection utility,2020-08-07T19:36:12.348Z,93,5871586
@nextui-org/use-aria-toggle-button,2.0.10,['use-aria-toggle-button'],1721373956,"Internal hook to handle button a11y and events, this is based on react-aria button hook but without the onClick warning",2023-04-20T02:47:49.447Z,174,4893359
npm-execspawn,1.3.0,"['npm', 'exec', 'spawn', 'run', 'path']",1458157449,Spawn locally installed npm dependencies with cross platform env and argument parsing support,2014-07-01T23:46:49.770Z,12,68998
@vuepress/plugin-last-updated,1.9.10,"['documentation', 'generator', 'vue', 'vuepress']",1691971630,last-updated plugin for vuepress,2018-09-26T17:48:17.929Z,88,1436919
lex,1.7.9,"['lex', 'lexer', 'lexical', 'analysis', 'scan', 'scanner', 'scanning', 'token', 'tokenize', 'tokenizer', 'tokenization', 'flex', 'jison']",1439660388,An elegant armor-plated JavaScript lexer modelled after flex. Easily extensible to tailor to your need for perfection.,2012-09-20T17:11:49.987Z,21,1748424
@vercel/stega,0.1.2,[],1714654197,Utilities for steganography,2023-03-15T21:57:06.861Z,8,12387546
@udecode/plate-comments,40.0.0,"['plate', 'plugin', 'slate']",1731309959,Plate plugin for comments,2022-12-01T14:19:58.594Z,72,1577699
monocle-ts,2.3.13,"['typescript', 'functional-programming', 'optics', 'lens', 'fp-ts']",1649120343,A porting of scala monocle library to TypeScript,2017-02-16T18:49:23.239Z,55,15805571
polyfills-loader,1.7.6,[],1606046876,Tool for polyfilling js and browser features on demand,2020-01-26T16:55:14.002Z,31,318778
@twilio-paste/paste-reakit-fork,1.4.1,"['reakit', 'a11y', 'react', 'ui', 'toolkit', 'components']",1677001238,Forked Reakit that addresses SSR hydration issues,2023-02-22T01:40:37.752Z,1,229922
@stoplight/spectral-ruleset-migrator,1.11.1,[],1731502073,"This project serves as a converter between the legacy ruleset format and a new one. It's used internally, albeit it can be used externally too, also in browsers.",2021-07-07T12:22:07.029Z,31,13252569
@netlify/local-functions-proxy-linux-arm,1.1.1,[],1628744409,The Linux ARM binary for the Netlify Functions local proxy server,2021-07-09T18:06:49.030Z,4,1106982
promisify-child-process,4.1.2,"['child', 'process', 'child_process', 'exec', 'spawn', 'execFile', 'fork', 'promise', 'promises', 'async', 'await', 'thenable']",1689000206,seriously like the best async child process library,2017-12-06T21:28:35.600Z,24,1940798
mux-embed,5.4.1,[],1730385635,Mux Javascript SDK and HTML5 Video element monitor,2016-09-20T23:30:30.162Z,129,6667053
@nextui-org/use-data-scroll-overflow,2.1.7,['use-data-scroll-overflow'],1726263201,A hook to add data attributes when the element has top or bottom scroll.,2023-08-21T12:36:15.474Z,73,4879280
log-process-errors,12.0.0,"['code-quality', 'debugging', 'error', 'error-handler', 'error-handling', 'exception', 'handler', 'handling', 'javascript', 'library', 'logging', 'monitoring', 'nodejs', 'process', 'promise', 'test', 'testing', 'typescript', 'uncaught', 'uncaught-exceptions']",1698502951,Show some ❤️ to process errors,2018-10-16T07:35:18.013Z,86,5708555
mvdan-sh,0.10.1,"['shell', 'bash', 'sh', 'parser', 'ast', 'syntax', 'posix', 'bash-parser']",1651989723,A shell parser and formatter (POSIX/Bash/mksh),2018-04-14T15:19:19.321Z,19,6711915
bmp-ts,1.0.9,"['bmp', '1bit', '4bit', '8bit', '16bit', '24bit', '32bit', 'encoder', 'decoder', 'image', 'javascript', 'js']",1711221969,A pure typescript BMP encoder and decoder,2019-09-19T20:16:11.643Z,27,535877
@ethersproject/address,5.7.0,"['Ethereum', 'ethers']",1660915161,Utilities for handling Ethereum Addresses for ethers.,2019-03-08T21:24:30.138Z,41,43539386
@zag-js/accordion,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'accordion']",1731226522,Core logic for the accordion widget implemented as a state machine,2022-04-06T14:48:55.137Z,1009,3091930
web3-rpc-methods,1.3.0,[],1716447726,Ethereum RPC methods for Web3 4.x.x,2022-11-03T16:57:10.294Z,347,5051645
@tsparticles/interaction-external-grab,3.5.0,"['front-end', 'frontend', 'tsparticles', 'particles.js', 'particlesjs', 'particles', 'particle', 'canvas', 'jsparticles', 'xparticles', 'particles-js', 'particles-bg', 'particles-bg-vue', 'particles-ts', 'particles.ts', 'react-particles-js', 'react-particles.js', 'react-particles', 'react', 'reactjs', 'vue-particles', 'ngx-particles', 'angular-particles', 'particleground', 'vue', 'vuejs', 'preact', 'preactjs', 'jquery', 'angularjs', 'angular', 'typescript', 'javascript', 'animation', 'web', 'html5', 'web-design', 'webdesign', 'css', 'html', 'css3', 'animated', 'background', 'confetti', 'canvas', 'fireworks', 'fireworks-js', 'confetti-js', 'confettijs', 'fireworksjs', 'canvas-confetti', 'tsparticles-plugin', '@tsparticles/interaction']",1719790124,tsParticles grab external interaction,2023-01-20T18:31:16.657Z,21,1012681
@pnpm/fs.hard-link-dir,4.0.0,"['pnpm9', 'find', 'package']",1712647970,Hard link (or copy if linking fails) all files from a directory to several target directories.,2022-12-21T11:11:51.485Z,8,366252
@stoplight/json-ref-resolver,3.1.6,"['json-parser', 'json', 'jsonschema', 'json-schema', 'json-pointer', '$ref', 'resolver', 'openapi', 'swagger', 'dereference', 'resolve']",1689256436,Recursively resolve JSON pointers and remote authorities.,2018-10-25T01:18:59.661Z,49,26531032
@udecode/slate,39.2.1,['slate'],1729358791,Slate extension,2023-03-07T16:11:57.630Z,20,3607996
@ant-design/moment-webpack-plugin,1.0.0,[],1720068604,A webpack plugin to replace [Day.js](https://day.js.org/) to [Moment.js](http://momentjs.com/) automatically.,2022-06-10T16:50:19.344Z,5,696396
@import-maps/resolve,2.0.0,"['import-map', 'import-maps']",1686244057,Parse and resolve imports via an import map,2019-06-23T15:07:37.826Z,18,5280599
@types/ember__string,3.0.15,[],1706623571,TypeScript definitions for @ember/string,2018-09-14T17:46:30.985Z,28,3469720
@ethersproject/constants,5.7.0,"['Ethereum', 'ethers']",1660915154,Common Ethereum constants used for ethers.,2019-03-08T21:24:30.312Z,37,42287650
@zag-js/timer,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'timer']",1731226544,Core logic for the timer widget implemented as a state machine,2024-05-22T16:03:59.107Z,136,379681
@umijs/ui,3.0.1,[],1684109406,,2020-01-24T05:50:45.162Z,33,876739
headless-support,1.0.0,"['headless', 'browser', 'chrome', 'chromium', 'edge', 'msedge', 'firefox']",1601798828,Returns whether a given browser supports headless mode,2020-10-04T16:07:08.753Z,1,4153
@tailwindcss/oxide-linux-x64-musl,0.0.0-insiders.8fb9ae8f,[],1669626968,This is the **x86_64-unknown-linux-musl** binary for `@tailwindcss/oxide`,2022-11-28T17:16:08.305Z,464,271204
web3-errors,1.3.0,[],1724313444,This package has web3 error classes,2022-08-24T20:53:40.096Z,349,5902940
@styled-system/should-forward-prop,5.1.5,[],1581942775,Utility for filtering Styled System props with Emotion's shouldForwardProp option,2019-03-28T14:58:02.035Z,25,8512949
esri-loader,3.7.0,"['Esri', 'ArcGIS', 'JavaScript', 'module', 'loader', 'Dojo']",1668602538,A tiny library to help load ArcGIS API for JavaScript modules in non-Dojo applications,2016-11-18T08:43:01.184Z,50,2071786
@tailwindcss/oxide-win32-arm64-msvc,0.0.0-insiders.8fb9ae8f,[],1669626970,This is the **aarch64-pc-windows-msvc** binary for `@tailwindcss/oxide`,2022-11-28T17:16:10.329Z,14,4291
is-actual-promise,1.0.2,"['is promise', 'is', 'type', 'check', 'isPromise']",1715680641,Verify if something is a Promise,2023-08-06T05:09:07.467Z,3,3951994
htmlparser2-svelte,4.1.1,"['html', 'parser', 'streams', 'xml', 'dom', 'rss', 'feed', 'atom', 'svelte']",1598321865,Fast & forgiving HTML/Svelte/XML/RSS parser,2020-08-24T16:44:24.205Z,2,4535775
@bugsnag/node,8.1.1,[],1729679196,Bugsnag error reporter for Node.js,2018-09-17T12:43:45.955Z,120,31223572
@umijs/mfsu,4.3.34,[],1731553048,@umijs/mfsu,2021-10-29T09:59:50.009Z,431,1397337
@umijs/react-refresh-webpack-plugin,0.5.11,"['react', 'javascript', 'webpack', 'refresh', 'hmr', 'hotreload', 'livereload', 'live', 'edit', 'hot', 'reload']",1694142831,"An **EXPERIMENTAL** Webpack plugin to enable ""Fast Refresh"" (also previously known as _Hot Reloading_) for React components.",2023-09-08T11:13:51.431Z,1,822752
@windicss/config,1.9.3,"['windicss', 'tailwindcss']",1703489738,Windi CSS configurations loader,2021-07-05T15:04:36.140Z,45,1103312
@tapjs/error-serdes,4.0.0,"['v8', 'error', 'serialization', 'deserialization', 'serialize', 'deserialize']",1720451991,"Port of node's error_serdes.js to userland, plus test message streaming",2023-09-23T01:07:26.437Z,9,4014215
@nextui-org/use-is-mounted,2.0.6,['use-is-mounted'],1721373960,This hook can be used to render client-based components or run client logic,2023-03-26T01:21:39.629Z,198,4821844
@netlify/local-functions-proxy-freebsd-x64,1.1.1,[],1628744404,The FreeBSD 64-bit binary for the Netlify Functions local proxy server,2021-07-10T09:22:12.960Z,4,1100800
@zag-js/toggle-group,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'toggle']",1731226544,Core logic for the toggle widget implemented as a state machine,2023-07-20T09:16:28.614Z,552,2619361
typpy,2.3.13,"['typeof', 'javascript', 'typpy']",1607985449,A better typeof for JavaScript.,2015-06-03T13:43:58.931Z,21,6599320
gulp-ignore,3.0.0,"['gulpplugin', 'filter', 'minimatch', 'include', 'exclude', 'gulp-filter']",1563427845,Include or exclude gulp files from the stream based on a condition,2013-12-03T05:59:11.921Z,11,1745454
antd-dayjs-webpack-plugin,1.0.6,"['Day.js', 'Webpack', 'Moment', 'antd']",1610411296,Day.js webpack plugin for Ant Design (antd),2019-11-27T06:02:27.297Z,15,1554932
fullname,5.0.0,"['name', 'fullname', 'realname', 'full name', 'surname', 'full', 'real', 'given', 'user', 'gecos', 'pwuid', 'uid']",1693534520,Get the fullname of the current user,2014-03-30T23:33:38.443Z,16,9005965
@opentelemetry/winston-transport,0.7.0,"['transport', 'logging', 'nodejs', 'opentelemetry', 'winston']",1729838060,OpenTelemetry Transport for winston,2024-03-14T19:43:56.574Z,7,3230470
strip-css-comments,5.0.0,"['css', 'style', 'stylesheet', 'strip', 'remove', 'delete', 'trim', 'comments', 'preprocess', 'transform', 'string']",1629478665,Strip comments from CSS,2014-10-22T22:35:12.137Z,10,1883406
@types/opn,5.5.0,[],1553671016,"Stub TypeScript definitions entry for opn, which provides its own types definitions",2016-05-17T18:32:07.432Z,13,1513404
@webcomponents/scoped-custom-element-registry,0.0.9,"['custom-elements', 'customelements', 'web-components', 'scoped', 'scoped-customelements', 'scoped-custom-elements', 'scoped-custom-element-registry', 'webcomponents', 'polyfill', 'shim']",1680183293,Scoped CustomElementRegistry Polyfill,2021-02-19T01:55:56.789Z,9,889683
@netlify/local-functions-proxy-freebsd-arm64,1.1.1,[],1628744397,The FreeBSD ARM 64-bit binary for the Netlify Functions local proxy server,2021-07-09T18:05:42.983Z,4,1100683
@readme/data-urls,3.0.0,[],1694526976,A utility for parsing and validating data URLs.,2022-07-27T16:52:08.959Z,4,2488858
@vuepress/markdown-loader,1.9.10,"['documentation', 'generator', 'vue', 'vuepress']",1691971633,markdown-loader for vuepress,2018-09-26T17:48:51.426Z,88,1434590
@zag-js/file-utils,0.77.1,"['js', 'utils', 'file-utils']",1731226555,JS File API utilities,2023-09-13T19:41:24.563Z,473,2041037
@nextui-org/use-aria-multiselect,2.2.5,['use-aria-multiselect'],1726372985,Provides the behavior and accessibility implementation for a multi-select component.,2023-08-21T12:36:15.821Z,88,4859673
normalize-node-version,14.0.0,"['nodejs', 'node', 'nvm', 'npx', 'versions', 'versioning', 'exec', 'shell', 'terminal', 'command-line', 'cli', 'dependency-management', 'es6', 'javascript', 'typescript', 'library', 'npmjs', 'operating-system', 'package-manager', 'bash']",1698502202,Normalize and validate Node.js versions,2019-08-08T14:03:09.819Z,47,5871612
@alita/request,3.1.2,[],1690824798,@alita/request,2022-01-07T06:30:40.224Z,11,348239
@zag-js/hover-card,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'hover-card']",1731226533,Core logic for the hover-card widget implemented as a state machine,2022-09-06T15:33:58.684Z,871,3035232
@slicemachine/plugin-kit,0.4.57,"['typescript', 'helpers', 'utils', 'toolbox', 'prismic']",1731651297,A set of helpers to develop and run Slice Machine plugins,2022-07-08T11:51:55.122Z,1388,1534983
snakecase-keys,8.0.1,"['snake', 'case', 'camel', 'keys', 'object']",1715597638,Convert an object's keys to snake case,2015-11-26T16:42:21.910Z,35,26950778
@sanity/codegen,3.64.1,"['sanity', 'cms', 'headless', 'realtime', 'content', 'codegen']",1731507340,Codegen toolkit for Sanity.io,2024-03-19T16:51:42.342Z,186,2690276
@tsparticles/interaction-external-repulse,3.5.0,"['front-end', 'frontend', 'tsparticles', 'particles.js', 'particlesjs', 'particles', 'particle', 'canvas', 'jsparticles', 'xparticles', 'particles-js', 'particles-bg', 'particles-bg-vue', 'particles-ts', 'particles.ts', 'react-particles-js', 'react-particles.js', 'react-particles', 'react', 'reactjs', 'vue-particles', 'ngx-particles', 'angular-particles', 'particleground', 'vue', 'vuejs', 'preact', 'preactjs', 'jquery', 'angularjs', 'angular', 'typescript', 'javascript', 'animation', 'web', 'html5', 'web-design', 'webdesign', 'css', 'html', 'css3', 'animated', 'background', 'confetti', 'canvas', 'fireworks', 'fireworks-js', 'confetti-js', 'confettijs', 'fireworksjs', 'canvas-confetti', 'tsparticles-plugin', '@tsparticles/interaction']",1719790127,tsParticles repulse external interaction,2023-01-20T18:31:18.197Z,21,1012691
parallel-multistream,1.0.1,[],1416289827,Parallel version of multistream,2014-11-18T13:43:29.190Z,2,5207
@tsparticles/updater-rotate,3.5.0,"['front-end', 'frontend', 'tsparticles', 'particles.js', 'particlesjs', 'particles', 'particle', 'canvas', 'jsparticles', 'xparticles', 'particles-js', 'particles-bg', 'particles-bg-vue', 'particles-ts', 'particles.ts', 'react-particles-js', 'react-particles.js', 'react-particles', 'react', 'reactjs', 'vue-particles', 'ngx-particles', 'angular-particles', 'particleground', 'vue', 'vuejs', 'preact', 'preactjs', 'jquery', 'angularjs', 'angular', 'typescript', 'javascript', 'animation', 'web', 'html5', 'web-design', 'webdesign', 'css', 'html', 'css3', 'animated', 'background', 'confetti', 'canvas', 'fireworks', 'fireworks-js', 'confetti-js', 'confettijs', 'fireworksjs', 'canvas-confetti', 'tsparticles-plugin', '@tsparticles/updater']",1719790142,tsParticles particles rotate updater,2023-08-24T16:08:16.465Z,19,1298471
@tailwindcss/oxide-darwin-x64,0.0.0-insiders.8fb9ae8f,[],1669626955,This is the **x86_64-apple-darwin** binary for `@tailwindcss/oxide`,2022-11-28T17:15:55.077Z,465,54050
web3-net,4.1.0,[],1716447732,Web3 module to interact with the Ethereum nodes networking properties.,2017-01-10T13:31:29.582Z,484,21160459
@types/semantic-release,20.0.6,[],1700501852,TypeScript definitions for semantic-release,2019-01-31T01:47:54.777Z,25,1824079
worker-timers-broker,7.1.7,[],1730439761,The broker which is used by the worker-timers package.,2016-11-05T00:26:01.210Z,207,7508593
errorstacks,2.4.1,[],1699455803,Parse error stack traces,2020-04-03T20:28:59.056Z,18,3010203
@netlify/local-functions-proxy-linux-ia32,1.1.1,[],1628744420,The Linux 32-bit binary for the Netlify Functions local proxy server,2021-07-10T09:22:34.446Z,4,1106794
@types/es-aggregate-error,1.0.6,[],1700496117,TypeScript definitions for es-aggregate-error,2021-05-10T21:32:11.237Z,7,28575920
@plasmicapp/loader-splits,1.0.62,[],1717773092,Library of utilities to instrument A/B tests and segmentation in plasmic.,2022-04-12T01:34:10.146Z,60,720782
regex-escape,3.4.10,"['regex', 'escape']",1596957620,Escapes input characters to be used in regular expressions.,2015-05-27T17:38:06.460Z,17,4494808
@udecode/react-hotkeys,37.0.0,['react-hotkeys-hook'],1724927539,Fork of react-hotkeys-hook,2024-08-29T18:32:19.549Z,1,60859
@udecode/plate-basic-elements,40.0.2,"['plate', 'plugin', 'slate']",1731499156,Basic elements plugin for Plate,2021-07-22T20:27:07.966Z,170,2703195
click-to-react-component,1.1.2,"['react', 'vue', 'dx', 'vscode', 'devtools']",1730646359,Option+Click your React components in your browser to open the source file in VS Code,2022-04-26T03:50:29.765Z,10,1347491
@portabletext/patches,1.1.0,"['portable-text', 'portable-text-editor', 'patches']",1722465396,Portable Text Patches,2024-06-27T09:08:56.648Z,4,1134299
@zag-js/select,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'select']",1731226538,Core logic for the select widget implemented as a state machine,2022-11-10T17:30:19.310Z,851,3120655
@ethersproject/rlp,5.7.0,"['Ethereum', 'ethers', 'rlp']",1660915160,Recursive-Length Prefix (RLP) coder.,2019-03-08T21:24:18.219Z,37,42687126
@percy/logger,1.30.2,[],1731543262,Common logger used throughout the Percy CLI and SDKs.,2020-07-30T18:25:08.298Z,241,20857484
function-timeout,1.0.2,"['function', 'synchronous', 'timeout', 'time', 'out', 'cancel', 'expire', 'abort', 'regex', 'regexp', 'redos', 'security', 'func', 'fn', 'script', 'execute', 'halt', 'termination']",1715938203,Make a synchronous function have a timeout,2022-06-03T09:58:22.460Z,5,19406156
babel-runtime-jsx-plus,0.1.5,"['babel', 'runtime', 'jsxplus']",1578268087,Babel runtime support for jsx plus.,2019-07-17T07:45:01.053Z,6,373309
@udecode/plate-select,40.0.0,"['plate', 'plugin', 'slate']",1731309969,Select plugins for Plate,2021-07-22T20:27:05.806Z,146,3301650
@stoplight/spectral-ruleset-bundler,1.6.1,[],1731502069,## Options,2021-09-16T12:11:50.034Z,16,12776291
broadway,4.1.0,[],1562665043,Lightweight App extensibility and hookable middleware customization.,2011-11-09T15:41:44.236Z,45,4469969
@verdaccio/loaders,6.0.0-6-next.45,"['private', 'package', 'repository', 'registry', 'enterprise', 'modules', 'proxy', 'server', 'verdaccio']",1692500350,loaders logic,2021-09-03T21:24:16.598Z,68,2677941
@zag-js/core,0.77.1,"['ui-machines', 'state-machines', 'zag', 'fsm', 'xstate', 'finite state machine']",1731226522,A minimal implementation of xstate fsm for UI machines,2022-04-06T14:48:54.960Z,898,5421016
@udecode/plate-toggle,40.0.0,"['plate', 'plugin', 'slate']",1731309972,Toggle plugin for Plate,2024-01-31T17:18:50.838Z,21,392374
@zag-js/color-picker,0.77.1,"['js', 'machine', 'xstate', 'statechart', 'component', 'chakra-ui', 'color-picker']",1731226530,Core logic for the color-picker widget implemented as a state machine,2023-04-14T15:19:07.548Z,681,3031074
@tsparticles/updater-life,3.5.0,"['front-end', 'frontend', 'tsparticles', 'particles.js', 'particlesjs', 'particles', 'particle', 'canvas', 'jsparticles', 'xparticles', 'particles-js', 'particles-bg', 'particles-bg-vue', 'particles-ts', 'particles.ts', 'react-particles-js', 'react-particles.js', 'react-particles', 'react', 'reactjs', 'vue-particles', 'ngx-particles', 'angular-particles', 'particleground', 'vue', 'vuejs', 'preact', 'preactjs', 'jquery', 'angularjs', 'angular', 'typescript', 'javascript', 'animation', 'web', 'html5', 'web-design', 'webdesign', 'css', 'html', 'css3', 'animated', 'background', 'confetti', 'canvas', 'fireworks', 'fireworks-js', 'confetti-js', 'confettijs', 'fireworksjs', 'canvas-confetti', 'tsparticles-plugin', '@tsparticles/updater']",1719790141,tsParticles particles life updater,2023-01-20T18:31:28.374Z,21,1300866
html-tokenize,2.0.1,"['html', 'parser', 'tokenize', 'stream']",1585051102,transform stream to tokenize html,2014-04-26T09:57:19.956Z,12,29771852
simple-call-x,1.0.3,"['simple', 'abstract', 'call', 'module', 'javascript', 'nodejs', 'browser']",1566981275,The abstract operation Call is used to call the [[Call]] internal method of a function object.,2019-08-16T14:55:00.066Z,4,76096
ts-expect,1.3.0,"['typescript', 'type-check', 'assert', 'expect', 'type', 'check', 'types', 'typings']",1613163740,Checks TypeScript types match expected values,2019-03-15T05:14:20.370Z,5,6647202
